"Artikelnummer";"Artikelname";"Kind Artikelnummer";"Kind Artikelname";"Variationsname 1";"Variationswertname 1";
"113008";"(Blackline)Sinob BEAANG - Instant Clean Energy 330g";"113008-002";"Sinob BEAANG - Instant Clean Energy 330g green m Saurer Apfel";"Geschmack";"green m Saurer Apfel";
"113008";"(Blackline)Sinob BEAANG - Instant Clean Energy 330g";"113008-003";"Sinob BEAANG - Instant Clean Energy 330g white m Mango";"Geschmack";"white m Mango";
"1000029";"ProFuel Nexus Proteinriegel 12 x 30g";"1000029-001";"ProFuel Nexus Proteinriegel 12 x 30g Double Chocolate Crispy";"Geschmack";"Double Chocolate Crispy";
"191003";"Mammut Performance Creatine Dextrose Tabs 900g Dose";"191003-001";"Mammut Performance Creatine Dextrose Tabs 900g Dose Maracuja";"Geschmack";"Maracuja";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-001";"Body Attack Extreme Whey Deluxe 900g Amarena Cherry Cream";"Geschmack";"Amarena Cherry Cream";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-002";"Body Attack Extreme Whey Deluxe 900g Banana Cream";"Geschmack";"Banana Cream";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-003";"Body Attack Extreme Whey Deluxe 900g Cookies & Cream";"Geschmack";"Cookies & Cream";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-004";"Body Attack Extreme Whey Deluxe 900g Erdbeere";"Geschmack";"Erdbeere";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-005";"Body Attack Extreme Whey Deluxe 900g Schoko";"Geschmack";"Schoko";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-006";"Body Attack Extreme Whey Deluxe 900g Vanille";"Geschmack";"Vanille";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-007";"Body Attack Extreme Whey Deluxe 900g Choco-Coconut";"Geschmack";"Choco-Coconut";
"531600";"Body Attack Extreme Whey Deluxe 900g";"531600-008";"Body Attack Extreme Whey Deluxe 900g Nut Nougat";"Geschmack";"Nut Nougat";
"330014";"Biotech Micellar Casein 2270g";"330014-001";"Biotech Micellar Casein 2270g Cookies&Cream";"Geschmack";"Cookies&Cream";
"330014";"Biotech Micellar Casein 2270g";"330014-002";"Biotech Micellar Casein 2270g Vanilla";"Geschmack";"Vanilla";
"330014";"Biotech Micellar Casein 2270g";"330014-003";"Biotech Micellar Casein 2270g Schokolade";"Geschmack";"Schokolade";
"330014";"Biotech Micellar Casein 2270g";"330014-004";"Biotech Micellar Casein 2270g Erdbeere";"Geschmack";"Erdbeere";
"530026";"Body Attack YAMBAM NUTS Protein Riegel (15x55g)";"530026-001";"Body Attack YAMBAM NUTS Protein Riegel (15x55g) Cookie´n Chocolate";"Geschmack";"Cookie´n Chocolate";
"530026";"Body Attack YAMBAM NUTS Protein Riegel (15x55g)";"530026-002";"Body Attack YAMBAM NUTS Protein Riegel (15x55g) Peanut Butter Caramel";"Geschmack";"Peanut Butter Caramel";
"530026";"Body Attack YAMBAM NUTS Protein Riegel (15x55g)";"530026-003";"Body Attack YAMBAM NUTS Protein Riegel (15x55g) Brownie White Chocolate";"Geschmack";"Brownie White Chocolate";
"320017";"Scitec Superhero 285g";"320017-001";"Scitec Superhero 285g Cola-Lime";"Geschmack";"Cola-Lime";
"320017";"Scitec Superhero 285g";"320017-002";"Scitec Superhero 285g Mango-Lime";"Geschmack";"Mango-Lime";
"338400";"BioTech Hydro Whey Zero - 454g";"338400-002";"BioTech Hydro Whey Zero - 454g Vanille-Zimt";"Geschmack";"Vanille-Zimt";
"338400";"BioTech Hydro Whey Zero - 454g";"338400-003";"BioTech Hydro Whey Zero - 454g Kirsche-Banane";"Geschmack";"Kirsche-Banane";
"338400";"BioTech Hydro Whey Zero - 454g";"338400-004";"BioTech Hydro Whey Zero - 454g Tropische Früchte";"Geschmack";"Tropische Früchte";
"338400";"BioTech Hydro Whey Zero - 454g";"338400-007";"BioTech Hydro Whey Zero - 454g Strawberry";"Geschmack";"Strawberry";
"338400";"BioTech Hydro Whey Zero - 454g";"338400-001";"BioTech Hydro Whey Zero - 454g Schokolade-Haselnuss";"Geschmack";"Schokolade-Haselnuss";
